1764933065.8457346,0.43
1764933066.852339,67.55
1764933067.852623,74.98
1764933068.8533735,74.94
1764933069.8534117,75.00
1764933070.8556645,74.83
1764933071.8561437,74.96
1764933072.8568773,74.95
1764933073.891348,33.83
1764933074.9317203,6.73
1764933076.070098,6.15
1764933077.2283692,6.04
1764933078.2341096,5.97
1764933079.258832,5.86
1764933080.266968,5.95
1764933081.3233721,6.63
1764933082.392319,6.55
1764933083.4290748,6.75
1764933084.4700978,6.72
1764933085.4744618,6.97
1764933086.485313,6.92
1764933087.4928868,6.95
1764933088.631925,7.02
1764933089.716652,7.38
1764933090.817718,7.27
1764933091.9261727,7.22
1764933093.0382018,7.19
1764933094.1672595,7.09
1764933095.2782335,7.20
1764933096.396695,7.15
1764933097.4850485,7.35
1764933098.5628192,7.42
1764933099.6280682,7.51
1764933100.6974545,7.48
1764933101.8152049,7.16
1764933102.908632,7.32
1764933104.0059044,7.29
1764933105.01064,6.97
1764933106.115446,7.24
1764933107.2593951,6.99
1764933108.2815223,6.85
1764933109.4211786,7.02
1764933110.560127,7.02
1764933111.5903869,6.79
1764933112.6322367,6.72
1764933113.6341333,6.99
1764933114.6651769,6.79
1764933115.702618,6.75
1764933116.7340558,6.79
1764933117.7895665,6.63
1764933118.884307,6.39
1764933119.9414961,6.62
1764933120.987918,6.69
1764933122.0186253,6.79
1764933123.0586514,6.73
1764933124.0752795,6.89
1764933718.8010836,0.42
1764933719.8032682,176.61
1764933720.8033555,202.98
1764933721.8071232,203.23
1764933722.8075986,199.90
1764933723.8112879,203.25
1764933724.8133276,205.58
1764933725.8144374,204.77
1764933726.8176448,205.34
1764933727.8215528,202.21
1764933728.825345,204.23
1764933729.8267817,204.71
1764933730.8282628,208.69
1764933731.8318148,208.26
1764933732.8346815,204.41
1764933733.839613,200.01
1764933734.8418522,200.55
1764933735.8453388,204.29
1764933736.8492332,203.21
1764933737.8509235,202.66
1764933738.8514848,202.89
1764933739.85311,201.67
1764933740.8556793,201.48
1764933741.857968,201.54
1764933742.858843,200.82
1764933743.8611748,202.53
1764933744.8624554,202.74
1764933745.8657742,203.33
1764933746.8690007,206.33
1764933747.8726351,203.26
1764933748.874512,205.61
1764933749.877093,203.47
1764933750.8798025,203.45
1764933751.8809628,205.76
1764933752.8816764,206.85
1764933753.8846648,212.37
1764933754.8879948,205.32
1764933755.8902142,203.55
1764933756.8947432,205.07
1764933757.896332,203.68
1764933758.8985405,204.55
1764933759.901172,200.47
1764933760.9032502,208.57
1764933761.90696,204.24
1764933762.9077024,203.85
1764933763.9085705,200.83
1764933764.9125922,204.18
1764933765.9136038,202.79
1764933766.9148877,203.74
1764933767.91596,201.78
1764933768.9166346,203.86
1764933769.9214826,202.02
1764933770.9223466,204.82
1764933771.925773,201.31
1764933772.9285803,205.42
1764933773.9315746,205.39
1764933774.934346,205.43
1764933775.9371047,204.44
1764933776.9393876,204.53
1764933777.9417882,205.51
1764933778.944495,205.44
1764933779.946003,206.69
1764933780.9502792,203.13
