1764932624.8449483,0.43
1764932625.853171,69.43
1764932626.8558743,74.80
1764932627.8650887,75.31
1764932628.865529,74.97
1764932629.8680534,74.81
1764932630.880148,75.09
1764932631.8936286,74.99
1764932632.9061594,75.06
1764932633.9075196,74.90
1764932634.908593,74.92
1764932635.9094703,74.93
1764932636.9208703,75.14
1764932637.9339085,75.02
1764932638.9359865,74.84
1764932639.9385664,74.81
1764932640.9505417,75.10
1764932641.9619026,75.15
1764932642.964858,74.78
1764932643.978545,74.97
1764932644.991599,75.02
1764932645.9925745,74.93
1764932647.0040195,75.14
1764932648.0071018,74.77
1764932649.0199568,75.04
1764932650.0326302,75.05
1764932651.0351043,74.81
1764932652.0485168,74.99
1764932653.0593352,75.19
1764932654.062348,74.77
