1764935231.795431,0.41
1764935232.798243,182.49
1764935233.7993557,203.77
1764935234.8020082,204.46
1764935235.806213,213.10
1764935236.8120499,204.80
1764935238.02654,87.28
1764935239.2928798,3.16
1764935240.5638645,3.15
1764935241.8387487,3.14
1764935243.0906205,3.20
1764935244.095355,13.93
1764935245.0953758,193.00
1764935246.0988448,73.74
1764935247.10332,8.96
1764935248.1052094,197.63
1764935249.1097047,192.14
1764935250.1151907,197.91
1764935251.1160727,195.83
1764935316.597197,0.41
1764935317.6009026,173.36
1764935318.6033964,205.49
1764935319.6053803,199.60
1764935320.7493122,27.10
1764935322.0218513,3.14
1764935323.3067064,3.11
1764935324.3145437,9.92
1764935325.3181927,195.29
1764935326.320213,193.61
1764935327.3252113,197.02
1764935750.6519694,0.40
1764935751.6531565,177.79
1764935752.6565528,202.31
1764935753.6586323,198.59
1764938854.2822418,0.41
1764938855.2862506,179.28
1764938856.2877078,203.70
1764938857.2905383,205.42
1764938858.2928634,206.52
1764938859.293872,211.79
1764938860.2947984,210.80
1764938861.295782,206.80
1764938862.2966707,202.82
1764938863.2970498,205.92
1764938864.3003328,200.34
1764938877.9220724,0.42
1764938878.9227667,181.87
1764938879.926302,202.28
1764938880.9305212,205.13
1764938881.932556,199.59
1764938882.9349604,200.52
1764938883.9375784,205.46
1764938884.9395146,206.60
1764938885.9414551,209.59
1764938917.3730528,0.42
1764938918.374005,181.83
1764938919.3766851,211.43
1764938920.3807118,207.17
1764938921.3838234,193.40
1764938922.3864481,205.46
1764938923.3895946,203.36
1764938924.3906717,204.78
1764938925.3949096,205.13
1764938967.5794847,0.43
1764938968.5833857,177.31
1764938969.5880733,201.06
1764938970.5907886,201.45
1764938971.6918328,96.27
1764938972.9508705,5.56
1764938974.0394635,5.51
1764938975.1247985,5.53
1764938976.2103431,5.53
1764938977.297383,5.52
1764938978.3858685,5.51
1764938979.48685,5.45
1764938980.5702305,5.54
1764938981.6473691,5.57
1764938982.7410076,5.49
1764938983.747664,192.72
1764938984.7515173,195.25
1764939056.7401814,0.42
1764939057.741741,180.72
1764939058.7420118,203.94
1764939059.7987242,127.75
1764939061.0529103,5.58
1764939062.1422987,5.51
1764939063.2233148,5.55
1764939064.224403,55.94
1764939153.3567998,0.41
1764939154.358725,176.66
1764939155.361594,202.42
1764939156.363974,200.52
1764939157.6314297,33.14
1764939158.6684556,2.89
1764939160.0374732,2.92
1764939161.4117131,2.91
1764939162.4459028,3.87
1764939163.4469547,196.79
1764939400.8077605,0.42
1764939401.8082952,175.91
1764939402.8117542,202.30
1764939403.8132477,198.70
1764939405.098283,28.01
1764939406.185028,5.52
1764939407.2666962,5.55
1764939408.3597713,5.49
1764939409.4386494,5.56
1764939410.4414093,92.74
1764939411.602173,18.09
1764939412.8671129,5.53
1764939413.946339,5.56
1764939415.0286932,5.54
1764939416.115758,5.52
1764939417.1865203,5.60
1764939418.2728431,5.52
1764939419.3471725,5.58
1764939420.4310825,5.54
1764939421.5088773,5.57
1764939422.5972288,5.51
1764939423.6848552,5.52
1764939424.6854284,55.97
1764939425.6892054,206.22
1764939427.0239408,18.73
1764939428.103316,5.56
1764939429.1040764,57.96
1764939430.1061633,196.59
1764939460.568296,0.42
1764939461.5727437,176.22
1764939462.5765903,202.22
1764939463.5806305,207.16
1764939464.5806856,205.99
1764939465.5826328,207.60
1764939466.585704,201.38
1764939467.6929607,34.32
1764939468.8181005,10.67
1764939469.9310377,10.78
1764939471.047272,10.75
1764939472.1734486,10.66
1764939473.2814405,10.83
1764939474.4072516,10.66
1764939475.5157597,10.83
1764939476.6299756,10.77
1764939477.7435982,10.78
1764939478.8570418,10.78
1764939479.858712,87.85
1764939480.8636556,196.03
1764939481.8658297,198.57
1764939482.8673463,197.70
1764939483.870305,209.38
1764939525.5759447,0.41
1764939526.5794184,178.38
1764939527.5798342,205.91
1764939528.5804315,197.88
1764939529.5826406,206.54
1764939530.5832202,203.88
1764939531.5837226,202.90
1764939532.5853338,202.67
1764939533.5891564,206.21
1764939534.5916214,208.49
1764939535.5961177,205.08
1764939536.5964644,202.93
1764939537.6005595,204.16
1764939538.6020432,202.70
1764939539.602762,201.85
1764939540.6044884,198.66
1764939541.6049256,202.91
1764939542.6079628,203.38
1764939543.6121879,206.13
1764939544.6133327,207.76
1764939545.6137345,203.92
1764939546.6166322,204.41
1764939547.6176832,202.79
1764939548.6187937,201.78
1764939549.619236,203.91
1764939550.6208682,204.67
1764939551.6245394,202.26
1764939552.6256156,200.78
1764939553.6301508,207.06
1764939554.6315765,204.71
1764939555.6345122,206.39
1764939556.6366415,204.56
1764939557.63782,205.76
1764939558.6420538,190.19
1764939559.6470618,197.01
1764939560.6472933,202.95
1764939561.6523001,203.98
1764939562.6556327,202.33
1764939563.6568375,203.75
1764939564.658336,207.69
1764939565.663181,207.00
1764939566.6671283,201.21
1764939567.6700919,199.41
1764939568.6737988,201.25
1764939569.6814501,194.51
1764939570.7518396,63.53
1764939572.7436492,1.51
1764939574.0997632,1.47
1764939575.4169512,1.52
1764939576.749393,1.50
1764939578.0656571,1.52
1764939579.3815503,1.52
1764939580.6703768,1.55
1764939581.9751382,1.53
1764939583.2767048,1.54
1764939584.5876946,1.53
1764939585.9067802,1.52
1764939587.2621963,1.48
1764939588.627587,1.46
1764939589.9819016,1.48
1764939591.377262,1.43
1764939592.7964692,1.41
1764939593.8007958,190.18
1764939822.6065054,0.43
1764939823.606843,176.94
1764939824.6107285,202.21
1764939825.6143544,199.28
1764939826.617108,202.44
1764939827.6216366,208.06
1764939828.6226723,203.79
1764939864.7329845,0.43
1764939865.73547,179.55
1764939866.7372475,201.64
1764939867.737807,207.88
1764939868.7403405,202.49
1764939869.742672,206.52
1764939870.744024,206.72
1764939871.7453544,208.72
1764939925.0458534,0.42
1764939926.0499828,176.27
1764939927.0504525,200.91
1764939928.0541587,204.24
1764939929.0549066,205.85
1764939930.0581582,209.32
1764939931.0592947,207.76
1764940033.4460313,0.43
1764940034.4486966,179.52
1764940035.4512045,208.48
1764940036.5169806,127.61
1764940037.6085658,5.50
1764940038.6970592,5.51
1764940039.7950895,5.46
1764940040.8814461,5.52
1764940053.1390686,0.43
1764940054.1427162,175.36
1764940055.1458209,203.37
1764940056.1506147,194.07
1764940057.2531323,32.65
1764940058.340577,5.52
1764940059.414422,5.59
1764940060.5011487,5.52
1764940061.5757642,5.58
1764940062.6763935,5.45
1764940063.756055,5.56
1764940064.8451204,5.51
1764940065.9272912,5.54
1764940067.0222461,5.48
1764940068.1122606,5.50
1764940069.2008464,5.51
1764940070.2810152,5.55
1764940071.3576732,5.57
1764940072.4438314,5.52
1764940073.532214,5.51
1764940292.70341,0.43
1764940293.707144,175.35
1764940294.7111173,201.20
1764940295.8335588,125.62
1764940297.0851877,5.59
1764940298.1767159,5.50
1764940312.6507595,0.42
1764940313.6551666,176.22
1764940314.657418,201.55
1764940315.6581028,201.86
1764940316.66271,205.06
1764940317.6660104,204.33
1764940318.6690748,203.38
1764940319.6736593,204.06
1764940320.6766093,205.39
1764940321.6794443,208.41
1764940322.6812742,204.63
1764940323.6828203,200.69
1764940324.6865392,205.24
1764940325.6884296,195.63
1764940326.6902096,193.66
1764940327.6945887,193.15
1764940328.6979916,196.33
1764940329.6983879,196.92
1764940330.701713,200.33
1764940331.7036247,197.62
1764940332.704532,87.92
1764940333.7895396,4.61
1764940334.8787823,5.51
1764940335.9455087,5.62
1764940337.0253916,5.56
1764940338.1103396,5.53
1764940339.2063751,5.47
1764940340.2821424,5.58
1764940341.3544276,5.60
1764940342.4225738,5.62
1764940343.515823,5.49
1764940344.6037886,5.51
1764940345.682867,5.56
1764940346.763535,5.55
1764940347.8503122,5.52
1764940348.9176965,5.62
1764940350.0070028,5.51
1764940351.0967953,5.51
1764940352.1832123,5.52
1764940353.270566,5.52
1764940354.358397,5.52
1764940355.4323153,5.59
1764940356.52202,5.51
1764940357.600223,5.56
1764940358.6901217,5.51
1764940359.767324,5.57
1764940360.859754,5.49
1764940361.9482975,5.51
1764940363.0364034,5.51
1764940364.1123142,5.58
1764940365.194277,5.55
1764940366.2750065,5.55
1764940367.3529546,5.57
1764940368.4404347,5.52
1764940369.5276794,5.52
1764940370.6032617,5.58
1764940371.6921198,5.51
1764940372.7848082,5.49
1764940373.8681178,5.54
1764940374.9582558,5.50
1764940440.653641,0.42
1764940441.6580782,177.21
1764940442.6616154,203.28
1764940443.6667464,201.96
1764940444.667805,197.79
1764940445.6722865,208.07
1764940446.676161,203.21
1764940447.6764996,203.93
1764940448.6809444,202.10
1764940449.681631,202.86
1764940450.6839323,204.53
