1764932667.8599813,0.43
1764932668.8657904,67.61
1764932669.8758903,74.25
1764932670.876543,74.95
1764932671.8775446,74.92
1764932672.890337,75.04
1764932673.8906765,74.97
1764932674.8909402,74.98
1764932675.891295,74.97
1764932676.8913975,74.99
1764932677.8917735,74.97
1764932678.8922217,74.97
1764932679.9056685,74.99
1764932680.9058743,74.98
1764932681.906056,74.99
1764932682.9067793,74.95
1764932683.9071903,74.97
1764932684.920606,74.99
1764932685.9207764,74.99
1764932686.9805768,55.67
1764932688.0050986,13.66
1764932689.0091996,16.93
1764932690.0369365,16.54
1764932691.0403376,15.95
1764932692.063265,16.62
1764932693.0656505,16.96
1764932694.1238592,16.06
1764932695.1286838,56.73
1764932701.1229563,0.42
1764932702.1288345,67.60
1764932703.1306205,74.87
1764932704.1432796,75.05
1764932705.2089608,35.66
1764932706.3024325,5.49
1764932707.3814178,5.56
1764932708.4677088,5.52
1764932709.548321,5.55
1764932710.6299741,5.55
1764932711.708549,5.56
1764932712.7929428,5.53
1764932713.8750265,5.54
1764932714.9640157,5.51
1764932716.0444734,5.55
1764932717.1333961,5.51
1764932718.215888,5.54
1764932719.2915063,5.58
1764932720.367087,5.58
1764932721.45434,5.52
1764932722.5398881,5.53
1764932723.6188817,5.56
1764932724.7024376,5.54
1764932725.7867148,5.53
1764932726.869147,5.54
1764932727.9557078,5.52
1764932729.0312426,5.58
1764932730.1166973,5.53
1764932731.193091,5.57
1764932732.282768,5.51
1764932733.3566232,5.59
1764932734.4439006,5.52
1764932735.528692,5.53
1764932736.601283,5.59
1764932737.6790953,5.57
1764932738.770086,5.50
1764932739.852243,5.54
1764932740.9258342,5.59
1764932742.0083807,5.54
1764932743.0993059,5.50
1764932744.1935918,5.48
1764932745.2644427,5.60
1764932746.3427894,5.56
1764932747.4282658,5.53
1764932748.513804,5.53
1764932749.6044438,5.50
