
50;3.116619;0.012749;0.035484;3.33136296272277832031250000
60;3.061375;0.027288;0.064259;3.30739092826843261718750000
70;3.159725;0.040307;0.089895;3.44005298614501953125000000
80;3.154285;0.039357;0.116766;3.45744514465332031250000000
90;3.146072;0.050159;0.139250;3.48517012596130371093750000
100;3.346446;0.136107;0.179083;3.81787586212158203125000000
110;3.171544;0.097762;0.222144;3.64938783645629882812500000
120;3.208237;0.133344;0.268579;3.80198192596435546875000000
130;3.084849;0.359999;0.300973;3.90124201774597167968750000
140;3.101310;0.233432;0.369577;3.85396409034729003906250000
150;3.095538;0.589231;0.418728;4.26140093803405761718750000
160;3.095780;0.312977;0.479761;4.04482483863830566406250000
170;3.098506;0.357594;0.554715;4.16227102279663085937500000
180;3.096389;1.114284;0.617929;4.98319101333618164062500000
190;3.089634;1.410722;0.706905;5.35799622535705566406250000
200;3.107065;0.789599;0.790344;4.83831310272216796875000000
210;3.100317;2.087281;0.871197;6.21923398971557617187500000
220;3.104191;0.806683;0.982023;5.04448413848876953125000000
230;3.127880;0.987172;1.074025;5.34510588645935058593750000
240;3.096200;3.595048;1.204143;8.05012106895446777343750000
250;3.123760;2.652522;1.310026;7.24707984924316406250000000
260;3.106246;1.681840;1.432478;6.37308216094970703125000000
270;3.132717;5.642806;1.573677;10.49764680862426757812500000
280;3.104040;4.246414;1.717808;9.23526096343994140625000000
290;3.118499;3.196865;1.870187;8.35649800300598144531250000
300;3.122047;3.079128;2.053666;8.40402698516845703125000000
310;3.121865;6.054065;2.194120;11.53541088104248046875000000
320;3.132211;4.947959;2.374103;10.63082814216613769531250000
330;3.212192;7.244961;2.549320;13.17383980751037597656250000
340;3.120063;3.935774;2.748414;10.00035214424133300781250000
350;3.124010;5.031161;2.994006;11.29978489875793457031250000
360;3.118014;5.726588;3.218438;12.21624398231506347656250000
370;3.132558;6.960254;3.402320;13.66170287132263183593750000
380;3.120287;9.093114;3.669484;16.04623985290527343750000000
390;3.127206;7.774751;3.908901;14.99351119995117187500000000
400;3.117465;13.437111;4.189467;20.91682505607604980468750000
