2002
0.00696689 0.0813547 0.0272774 0.0935211 0.0274178 0.130544 
0.12084 0.119779 0.101001 0.0895836 0.136125 0.0952516 
0.101001 0.0895836 0.0846431 0.117929 0.0457378 0.0953967 
0.298382 0.191861 0.300489 0.146143 0.309208 0.190164 
0.108954 0.00916722 0.114102 0.0171842 0.0817818 0.0590667 
0.0436723 0.0350662 -0.0997819 -0.0992991 0.108954 0.00916722 
0.0436723 0.0350662 0.108954 0.00916722 0.0817818 0.0590667 
0.0817818 0.0590667 0.122942 0.0304767 0.101001 0.0895836 
0.218926 0.122047 0.220117 0.136397 0.199142 0.120769 
0.00154094 0.158114 0.0271391 0.167703 0.0208288 0.217387 
0.114102 0.0171842 0.122942 0.0304767 0.0817818 0.0590667 
0.0436723 0.0350662 0.0457378 0.0953967 0.0272774 0.0935211 
0.101001 0.0895836 0.12084 0.119779 0.0846431 0.117929 
0.0983691 0.238253 0.0925199 0.222362 0.110099 0.237228 
0.161047 0.0941337 0.159373 0.0715595 0.180868 0.0704945 
0.119033 0.172779 0.158557 0.158576 0.150663 0.223949 
0.0069065 0.322264 0.0119103 0.283683 0.0603732 0.316047 
0.0817818 0.0590667 0.101001 0.0895836 0.0457378 0.0953967 
-0.0997819 -0.0992991 0.0436723 0.0350662 0.00696689 0.0813547 
0.0436723 0.0350662 0.0817818 0.0590667 0.0457378 0.0953967 
0.0272774 0.0935211 0.0457378 0.0953967 0.0274178 0.130544 
0.0487417 0.151291 0.0369124 0.169748 0.0271391 0.167703 
0.0436723 0.0350662 0.0272774 0.0935211 0.00696689 0.0813547 
0.0208288 0.217387 0.0271391 0.167703 0.0394901 0.190764 
0.0274178 0.130544 0.0457378 0.0953967 0.052737 0.136482 
-0.0997819 -0.0992991 0.00696689 0.0813547 0.00154094 0.158114 
0.0457378 0.0953967 0.0846431 0.117929 0.0777428 0.126875 
0.119033 0.172779 0.0925199 0.222362 0.0811566 0.161926 
0.0274178 0.130544 0.052737 0.136482 0.0487417 0.151291 
0.0394901 0.190764 0.0369124 0.169748 0.0811566 0.161926 
0.0396047 0.239591 0.0487889 0.240974 0.0438012 0.251084 
0.0274178 0.130544 0.0487417 0.151291 0.0205712 0.158352 
0.0487417 0.151291 0.0271391 0.167703 0.0205712 0.158352 
0.00696689 0.0813547 0.0274178 0.130544 0.00154094 0.158114 
0.0274178 0.130544 0.0205712 0.158352 0.00154094 0.158114 
0.0396047 0.239591 0.0438012 0.251084 0.0240543 0.264533 
0.0205712 0.158352 0.0271391 0.167703 0.00154094 0.158114 
0.0438012 0.251084 0.0785045 0.267311 0.0240543 0.264533 
0.0487889 0.240974 0.0489388 0.207269 0.0627258 0.218276 
0.0069065 0.322264 0.024319 0.33853 0.0132698 0.395288 
0.137796 0.555055 0.125374 0.534433 0.171784 0.505158 
0.104615 0.244288 0.0983691 0.238253 0.110099 0.237228 
0.0271391 0.167703 0.0369124 0.169748 0.0394901 0.190764 
0.0925199 0.222362 0.0590134 0.206756 0.0811566 0.161926 
0.0525172 0.248702 0.0487889 0.240974 0.0627258 0.218276 
